"date_garde" "heure" "commune" "nom_et_prenom_pharmacien" "adresse" "full_adress" "full_date" "lon" "lat"
"22-10-2019" "19:00-08:00" "SIDI M'HAMED" "BAROUCHE SOFIANE" "81 BVD DES MARTYRS" "81 BVD DES MARTYRS SIDI M'HAMED Algérie" "22-10-2019 19:00-08:00" 3.0523669 36.7515014
"23-10-2019" "19:00-08:00" "AIN BENIAN" "HELIS HICHEM" "32 RUE COLONEL SI M'HAMED" "32 RUE COLONEL SI M'HAMED AIN BENIAN Algérie" "23-10-2019 19:00-08:00" 2.9157994 36.8034142
"23-10-2019" "19:00-08:00" "BAB EL OUED" "MALOUM NOUR EL HOUDA" "17 AVENUE DES CONSULATS" "17 AVENUE DES CONSULATS BAB EL OUED Algérie" "23-10-2019 19:00-08:00" 3.0513601 36.7927594
"23-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "CHEIKH RATIBA" "N38 RUE GUY DE MAUPASSANT LES SOURCES BIR MOURAD RAIS" "N38 RUE GUY DE MAUPASSANT LES SOURCES BIR MOURAD RAIS BIR MOURAD RAIS Algérie" "23-10-2019 19:00-08:00" 3.0626172 36.7346014
"23-10-2019" "19:00-08:00" "DOUERA" "MALTI KARIMA" "BT C COOP EL FATH RUE KISMA DOUERA" "BT C COOP EL FATH RUE KISMA DOUERA DOUERA Algérie" "23-10-2019 19:00-08:00" 2.9275836 36.6490943
"23-10-2019" "19:00-08:00" "EL MARSA" "BANI ABDELKADER" "75 RUE COLONEL CHABBOU TAMENFOUST" "75 RUE COLONEL CHABBOU TAMENFOUST EL MARSA Algérie" "23-10-2019 19:00-08:00" 3.2357376 36.8107649
"23-10-2019" "19:00-08:00" "KOUBA" "ZERROUGUI SAMIR" "rue mohamed fellah n 25 locaux 04,05 et 06 KOUBA" "rue mohamed fellah n 25 locaux 04,05 et 06 KOUBA KOUBA Algérie" "23-10-2019 19:00-08:00" 3.088082 36.731544
"23-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BECHARI ZOUBIDA" "44 BOULEVARD MOHAMED DOUAR" "44 BOULEVARD MOHAMED DOUAR MOHAMMED BELOUIZDAD Algérie" "23-10-2019 19:00-08:00" 3.0694298 36.7476886
"23-10-2019" "19:00-08:00" "SIDI M'HAMED" "AIDAOUI HANANE" "79 RUE HASSIBA BEN BOUALI" "79 RUE HASSIBA BEN BOUALI SIDI M'HAMED Algérie" "23-10-2019 19:00-08:00" 3.0566015 36.7631101
"24-10-2019" "19:00-08:00" "AIN BENIAN" "BENCHERIF LYNDA" "12 AVENUE PASTEUR" "12 AVENUE PASTEUR AIN BENIAN Algérie" "24-10-2019 19:00-08:00" 3.0574425 36.7722735
"24-10-2019" "19:00-08:00" "BAB EL OUED" "OMANI BOUCHERA" "12 AVENUE ABDERRAHMANE MIRA" "12 AVENUE ABDERRAHMANE MIRA BAB EL OUED Algérie" "24-10-2019 19:00-08:00" 3.0545066 36.7930935
"24-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "LOUNI YASMINE" "39 RUE KHOUDJA EL DJELD" "39 RUE KHOUDJA EL DJELD BIR MOURAD RAIS Algérie" "24-10-2019 19:00-08:00" 3.0504285 36.7373714
"24-10-2019" "19:00-08:00" "DOUERA" "MESSABHIA MOHAMED" "CITE DES FRERES AISSATI DOUAR DEKAKNA" "CITE DES FRERES AISSATI DOUAR DEKAKNA DOUERA Algérie" "24-10-2019 19:00-08:00" 6.8867086 36.8762293
"24-10-2019" "19:00-08:00" "EL MARSA" "DIF SIHEM" "cit les castors n? 12" "cit les castors n? 12 EL MARSA Algérie" "24-10-2019 19:00-08:00" 3.2448731 36.8111249
"24-10-2019" "19:00-08:00" "KOUBA" "AIT AISSA DJAMILA" "LOTISSEMENT BOIRIE N08 KOUBA" "LOTISSEMENT BOIRIE N08 KOUBA KOUBA Algérie" "24-10-2019 19:00-08:00" 3.0844945 36.7322125
"24-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "REBAHI HAMID" "152.RUE MOHAMED BELOUAZDAD MOHAMED BELOUIZDAD" "152.RUE MOHAMED BELOUAZDAD MOHAMED BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "24-10-2019 19:00-08:00" 3.0656505 36.7502577
"24-10-2019" "19:00-08:00" "SIDI M'HAMED" "TELLAH DALILA" "85 RUE DIDOUCHE MOURAD" "85 RUE DIDOUCHE MOURAD SIDI M'HAMED Algérie" "24-10-2019 19:00-08:00" 3.0499003 36.765163
"25-10-2019" "19:00-08:00" "AIN BENIAN" "BOUGHLAM SOUAD" "CITE 294 LOGTS BT A 1 N2 AIN BENIAN" "CITE 294 LOGTS BT A 1 N2 AIN BENIAN AIN BENIAN Algérie" "25-10-2019 19:00-08:00" 2.9337917 36.7965083
"25-10-2019" "19:00-08:00" "BAB EL OUED" "AMA SALIM" "04 RUE MOHAMED TOUAZER" "04 RUE MOHAMED TOUAZER BAB EL OUED Algérie" "25-10-2019 19:00-08:00" 3.0598361 36.7909356
"25-10-2019" "19:00-08:00" "BAB EL OUED" "GADIRI KAMEL" "15 rue ahmed hassina" "15 rue ahmed hassina BAB EL OUED Algérie" "25-10-2019 19:00-08:00" 3.0504856 36.7914274
"25-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "ALI TOUDERT SALIHA" "COOPERATIVE SADAKA ROUTE SIDI YAHIA BT C N°05" "COOPERATIVE SADAKA ROUTE SIDI YAHIA BT C N°05 BIR MOURAD RAIS Algérie" "25-10-2019 19:00-08:00" 3.0462993 36.7381643
"25-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "DJABALLAH MOHAMED CHAKIB" "route nationale n 47 bordj el bahri" "route nationale n 47 bordj el bahri BORDJ EL BAHRI Algérie" "25-10-2019 19:00-08:00" 3.2404681 36.7791328
"25-10-2019" "19:00-08:00" "DOUERA" "BELDJOUDI SALIM" "DAOUAR OULED MENDIL" "DAOUAR OULED MENDIL DOUERA Algérie" "25-10-2019 19:00-08:00" 2.9700567 36.650742
"25-10-2019" "19:00-08:00" "KOUBA" "NADJEM BOUALAM" "C N5 COOPERATIVE ABBAS LEGHROUR GARIDI KOUBA" "C N5 COOPERATIVE ABBAS LEGHROUR GARIDI KOUBA KOUBA Algérie" "25-10-2019 19:00-08:00" 3.0620023 36.7312597
"25-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "ALLOUANE FAIZA" "08 CHEMIN FERNANE HANAFI EL ANASSERS" "08 CHEMIN FERNANE HANAFI EL ANASSERS MOHAMMED BELOUIZDAD Algérie" "25-10-2019 19:00-08:00" 3.0948895 36.7369571
"25-10-2019" "19:00-08:00" "SIDI M'HAMED" "OULD OUALI KAMEL" "RUE HASSIBA BEN BOUALI N12" "RUE HASSIBA BEN BOUALI N12 SIDI M'HAMED Algérie" "25-10-2019 19:00-08:00" 3.0593625 36.761076
"26-10-2019" "08:00-19:00" "AIN BENIAN" "BENRAHMOUNE OUARDA" "RUE COLONNEL SI M'HAMED N°105 AIN BENIAN" "RUE COLONNEL SI M'HAMED N°105 AIN BENIAN AIN BENIAN Algérie" "26-10-2019 08:00-19:00" 2.9166401 36.8034838
"26-10-2019" "08:00-19:00" "BIR MOURAD RAIS" "GHEFFARI FAYCAL AZZEDDINE" "cite 56 logt local n°12 bloc a said hamdine" "cite 56 logt local n°12 bloc a said hamdine BIR MOURAD RAIS Algérie" "26-10-2019 08:00-19:00" 3.033837 36.7339979
"26-10-2019" "08:00-19:00" "BORDJ EL BAHRI" "DJABALLAH ALI" "cite azur et mer lot n 132 local 3 et 4" "cite azur et mer lot n 132 local 3 et 4 BORDJ EL BAHRI Algérie" "26-10-2019 08:00-19:00" 3.2404681 36.7791328
"26-10-2019" "08:00-19:00" "DOUERA" "AICHOUNE RYM" "CENTRE RAMDANIA DOUERA" "CENTRE RAMDANIA DOUERA DOUERA Algérie" "26-10-2019 08:00-19:00" 2.9275836 36.6490943
"26-10-2019" "08:00-19:00" "KOUBA" "HADIBI ISMA" "56 Aenue boudjaatit" "56 Aenue boudjaatit KOUBA Algérie" "26-10-2019 08:00-19:00" 3.0896908 36.7383002
"26-10-2019" "08:00-19:00" "MOHAMMED BELOUIZDAD" "BEZZAZ FATIHA" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "26-10-2019 08:00-19:00" 3.070142 36.7505682
"26-10-2019" "19:00-08:00" "AIN BENIAN" "DJERABA LAMIA MOUFIDA" "CITE 278 LOGTS BT 10 N 01 AIN BENIAN" "CITE 278 LOGTS BT 10 N 01 AIN BENIAN AIN BENIAN Algérie" "26-10-2019 19:00-08:00" 2.9337917 36.7965083
"26-10-2019" "19:00-08:00" "BAB EL OUED" "SEKHRI NACIRA" "09 RUE MOHAMED BOUMEZRAG BAB EL OUED" "09 RUE MOHAMED BOUMEZRAG BAB EL OUED BAB EL OUED Algérie" "26-10-2019 19:00-08:00" 3.055594 36.791931
"26-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "ILLOUL SAMIA" "CITE LA CONCORDE BT Q" "CITE LA CONCORDE BT Q BIR MOURAD RAIS Algérie" "26-10-2019 19:00-08:00" 3.0430707 36.7342519
"26-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "MEDJOUB IMENE" "CITE 1012 LGT CHABOU LOCAL 01" "CITE 1012 LGT CHABOU LOCAL 01 BORDJ EL BAHRI Algérie" "26-10-2019 19:00-08:00" 3.2677928 36.7836668
"26-10-2019" "19:00-08:00" "DOUERA" "SI YOUCEF FATIMA FERIEL" "RUE LAZZOUNI LOT N04 VILLA N?02 DOUERA" "RUE LAZZOUNI LOT N04 VILLA N?02 DOUERA DOUERA Algérie" "26-10-2019 19:00-08:00" 2.945324 36.6736582
"26-10-2019" "19:00-08:00" "KOUBA" "TALEB IBTISSEM" "lot zouatna lot n 106 kouba" "lot zouatna lot n 106 kouba KOUBA Algérie" "26-10-2019 19:00-08:00" 3.0728363 36.7249678
"26-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BEZZAZ FATIHA" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "26-10-2019 19:00-08:00" 3.070142 36.7505682
"26-10-2019" "19:00-08:00" "SIDI M'HAMED" "AICHI LATIFA" "101 RUE DIDOUCHE MOURAD" "101 RUE DIDOUCHE MOURAD SIDI M'HAMED Algérie" "26-10-2019 19:00-08:00" 3.0488626 36.7645319
"26-10-2019" "19:00-08:00" "SIDI M'HAMED" "BELARBI NOURIA" "31 rue bourdounnais place du 1er novembre" "31 rue bourdounnais place du 1er novembre SIDI M'HAMED Algérie" "26-10-2019 19:00-08:00" 3.0569187 36.7618197
"27-10-2019" "19:00-08:00" "AIN BENIAN" "YOUNES ABDELHAMID" "02 A RUE COLONEL SI AHMED" "02 A RUE COLONEL SI AHMED AIN BENIAN Algérie" "27-10-2019 19:00-08:00" 2.9337917 36.7965083
"27-10-2019" "19:00-08:00" "BAB EL OUED" "DROUCHE OUIZA" "rue meriem abdelaziz el kettani beo" "rue meriem abdelaziz el kettani beo BAB EL OUED Algérie" "27-10-2019 19:00-08:00" 3.0575417 36.792349
"27-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "BENBRIMA BOUKEKEUR" "CITE COLONNEL CHABOU TERRE FAMILLIALE EST N 37 LOCAL N 02" "CITE COLONNEL CHABOU TERRE FAMILLIALE EST N 37 LOCAL N 02 BORDJ EL BAHRI Algérie" "27-10-2019 19:00-08:00" 3.2677928 36.7836668
"27-10-2019" "19:00-08:00" "DOUERA" "MAMERI AHLEM" "CITE AADL 1032 LOGTS BT 04 LOCAL 05 DOUERA" "CITE AADL 1032 LOGTS BT 04 LOCAL 05 DOUERA DOUERA Algérie" "27-10-2019 19:00-08:00" 2.9275836 36.6490943
"27-10-2019" "19:00-08:00" "KOUBA" "BOUAZZA SOUHEIR SALIMA" "CITE 124/648 LOGTS BT 22 N03 KOUBA" "CITE 124/648 LOGTS BT 22 N03 KOUBA KOUBA Algérie" "27-10-2019 19:00-08:00" 3.0844945 36.7322125
"27-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BELHOCINE AMEL" "193 RUE MOHAMED BELOUIZDAD HAMMA EL ANASSERS" "193 RUE MOHAMED BELOUIZDAD HAMMA EL ANASSERS MOHAMMED BELOUIZDAD Algérie" "27-10-2019 19:00-08:00" 3.0795337 36.7441912
"27-10-2019" "19:00-08:00" "SIDI M'HAMED" "MAOUCHE RACHID" "11 RUE MOHAMED NADJI" "11 RUE MOHAMED NADJI SIDI M'HAMED Algérie" "27-10-2019 19:00-08:00" 3.056443 36.7610636
"28-10-2019" "19:00-08:00" "AIN BENIAN" "CHERIFI KHADIDJA" "02 ROUTE D'EL DJAMILA DEVISION F ASBRAZINOU AIN BENIAN" "02 ROUTE D'EL DJAMILA DEVISION F ASBRAZINOU AIN BENIAN AIN BENIAN Algérie" "28-10-2019 19:00-08:00" 2.9011675 36.8008595
"28-10-2019" "19:00-08:00" "BAB EL OUED" "YADDADENE AHSSENE" "01 Avenu COLONEL LOUTFI BAB EL OUED" "01 Avenu COLONEL LOUTFI BAB EL OUED BAB EL OUED Algérie" "28-10-2019 19:00-08:00" 3.0559322 36.7911623
"28-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "AMROUAYACHE SAMY" "CITE 400 LOGTS BT A SECTION 22 ILOT 97 LOTS 40 ET 41" "CITE 400 LOGTS BT A SECTION 22 ILOT 97 LOTS 40 ET 41 BIR MOURAD RAIS Algérie" "28-10-2019 19:00-08:00" 3.0503737 36.7353493
"28-10-2019" "19:00-08:00" "DOUERA" "ARBAOUI HOUDA" "Cite salem madani douera" "Cite salem madani douera DOUERA Algérie" "28-10-2019 19:00-08:00" 2.9275836 36.6490943
"28-10-2019" "19:00-08:00" "KOUBA" "MEZIANE FATIHA" "QUARTIER AIN SOLTANE (ex saint charles) VILLA N 17 KOUBA" "QUARTIER AIN SOLTANE (ex saint charles) VILLA N 17 KOUBA KOUBA Algérie" "28-10-2019 19:00-08:00" 3.0835806 36.7327367
"28-10-2019" "19:00-08:00" "SIDI M'HAMED" "ABBES NORA" "11 rue des frres bourouba belcourt" "11 rue des frres bourouba belcourt SIDI M'HAMED Algérie" "28-10-2019 19:00-08:00" 3.0537997 36.7521368
"29-10-2019" "19:00-08:00" "AIN BENIAN" "KHERCHI BRAHIM" "RUE EL BACHIR IBRAHIMI ENCIENNEMENT LAVIGERIE BT N 03" "RUE EL BACHIR IBRAHIMI ENCIENNEMENT LAVIGERIE BT N 03 AIN BENIAN Algérie" "29-10-2019 19:00-08:00" 2.9337917 36.7965083
"29-10-2019" "19:00-08:00" "AIN TAYA" "TOUATI KHALIDA" "cite diar el gharb el djadid n 511" "cite diar el gharb el djadid n 511 AIN TAYA Algérie" "29-10-2019 19:00-08:00" 3.2602514 36.7945947
"29-10-2019" "19:00-08:00" "BAB EL OUED" "BOUCENNA YAHIA" "RUE MOHAND OUALI ICHAALALI (EX JEAN JAURES) BT N 20" "RUE MOHAND OUALI ICHAALALI (EX JEAN JAURES) BT N 20 BAB EL OUED Algérie" "29-10-2019 19:00-08:00" 3.0513601 36.7927594
"29-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "HAMZA REGUIG SOUMIA" "44CITE ZOUBIR LOT D N 06 GROUPEMENT D'HABITATION N? 56 LOCAL" "44CITE ZOUBIR LOT D N 06 GROUPEMENT D'HABITATION N? 56 LOCAL BIR MOURAD RAIS Algérie" "29-10-2019 19:00-08:00" 3.0503737 36.7353493
"29-10-2019" "19:00-08:00" "DOUERA" "BENAMARA RAYHANE ROKIYA" "CITE 1032 LOGTS BT 07 N 03 OULED MENDIL" "CITE 1032 LOGTS BT 07 N 03 OULED MENDIL DOUERA Algérie" "29-10-2019 19:00-08:00" 2.9700567 36.650742
"29-10-2019" "19:00-08:00" "KOUBA" "BAIDA RABAH" "COOPERATIVE EL HADHABA J2 BT 10 N 01/02 ET 03 JOLIE VUE" "COOPERATIVE EL HADHABA J2 BT 10 N 01/02 ET 03 JOLIE VUE KOUBA Algérie" "29-10-2019 19:00-08:00" 3.0789094 36.7220742
